,Unnamed: 0,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
34016,267765,0,2016.0,ford,f-150,good,8 cylinders,gas,166090.0,clean,automatic,4wd,full-size,pickup,white
34017,267776,7499,2012.0,jeep,liberty,good,6 cylinders,gas,91623.0,clean,automatic,4wd,full-size,SUV,blue
34028,267831,15495,2011.0,chevrolet,suburban,excellent,8 cylinders,gas,169000.0,clean,automatic,rwd,full-size,SUV,white
34036,267844,2000,2000.0,chevrolet,camaro,fair,6 cylinders,gas,214000.0,clean,manual,rwd,mid-size,coupe,grey
34038,267853,6499,2013.0,ford,fusion se,excellent,4 cylinders,gas,140618.0,clean,automatic,rwd,full-size,sedan,red
34043,267861,4599,2008.0,ford,escape,good,6 cylinders,gas,127611.0,clean,automatic,4wd,full-size,SUV,black
34054,267908,5998,2008.0,honda,civic,excellent,4 cylinders,gas,137111.0,clean,automatic,fwd,compact,sedan,silver
34055,267909,11500,2006.0,ram,2500,good,8 cylinders,gas,165308.0,clean,automatic,4wd,full-size,pickup,black
34056,267911,6500,2014.0,kia,soul,excellent,4 cylinders,gas,149000.0,clean,automatic,fwd,mid-size,hatchback,blue
34060,267935,0,2016.0,honda,civic lx,like new,4 cylinders,gas,87599.0,clean,automatic,fwd,mid-size,coupe,white
34066,267958,16997,2015.0,nissan,rogue,excellent,4 cylinders,gas,49199.0,clean,automatic,fwd,mid-size,SUV,black
34070,267964,11800,2012.0,honda,civic,like new,4 cylinders,gas,78400.0,clean,automatic,fwd,mid-size,sedan,grey
34077,267994,29900,2012.0,ford,f-350 sd,good,8 cylinders,diesel,49669.0,clean,automatic,rwd,full-size,truck,white
34078,267995,3500,2007.0,hyundai,sonata,good,6 cylinders,gas,186000.0,clean,automatic,fwd,full-size,sedan,blue
34079,267996,6800,2014.0,hyundai,elantra,excellent,4 cylinders,gas,90400.0,rebuilt,automatic,fwd,mid-size,sedan,silver
34084,268005,6900,2008.0,bmw,x5,good,6 cylinders,gas,149900.0,clean,automatic,fwd,mid-size,SUV,black
34085,268009,3800,2000.0,chevrolet,tahoe,good,8 cylinders,gas,191000.0,clean,automatic,4wd,full-size,SUV,white
34086,268016,1450,2003.0,chevrolet,malibu,good,6 cylinders,gas,193674.0,clean,automatic,fwd,mid-size,sedan,red
34088,268021,39997,2015.0,gmc,sierra 1500,excellent,8 cylinders,gas,51141.0,clean,automatic,4wd,full-size,pickup,black
34089,268023,7999,2006.0,bmw,x5,like new,6 cylinders,gas,89900.0,clean,automatic,4wd,mid-size,SUV,silver
34095,268034,7499,2006.0,chevrolet,silverado 1500,good,6 cylinders,gas,110300.0,clean,automatic,rwd,full-size,truck,white
34096,268040,18900,2006.0,chevrolet,silverado 2500hd,good,8 cylinders,diesel,198780.0,clean,automatic,4wd,full-size,truck,white
34100,268068,12800,2004.0,chevrolet,silverado 2500hd,good,8 cylinders,gas,199400.0,clean,automatic,fwd,full-size,truck,grey
34106,268135,12500,2012.0,chevrolet,silverado,good,8 cylinders,gas,120000.0,clean,automatic,4wd,full-size,truck,black
34111,268171,6450,2012.0,jeep,liberty,excellent,6 cylinders,gas,191000.0,clean,automatic,4wd,mid-size,SUV,black
34120,268241,38936,2019.0,toyota,tacoma,excellent,6 cylinders,gas,28756.0,clean,automatic,4wd,full-size,truck,silver
34123,268248,22769,2017.0,subaru,forester,excellent,4 cylinders,gas,51086.0,clean,automatic,4wd,full-size,wagon,silver
34125,268253,6499,2014.0,kia,soul,good,4 cylinders,gas,162165.0,clean,automatic,fwd,mid-size,SUV,green
34129,268268,37790,2020.0,ford,ranger,like new,4 cylinders,gas,16677.0,clean,automatic,4wd,mid-size,truck,grey
34131,268271,7200,2012.0,chevrolet,malibu,excellent,4 cylinders,gas,118000.0,clean,automatic,fwd,mid-size,sedan,grey
34139,268317,2750,2005.0,ford,focus,good,4 cylinders,gas,133129.0,clean,automatic,fwd,mid-size,sedan,blue
34144,268356,14995,2015.0,chevrolet,silverado 1500,like new,6 cylinders,gas,124250.0,clean,automatic,rwd,full-size,truck,red
34152,268399,0,2017.0,toyota,camry le,excellent,4 cylinders,gas,69874.0,clean,automatic,rwd,mid-size,sedan,red
34153,268405,11999,2013.0,gmc,sierra 1500,excellent,8 cylinders,gas,187019.0,clean,automatic,4wd,full-size,pickup,white
34158,268475,5200,2008.0,nissan,altima,good,6 cylinders,gas,174000.0,clean,automatic,fwd,full-size,sedan,grey
34166,268523,7950,2004.0,ford,f-150,excellent,8 cylinders,gas,157000.0,clean,automatic,rwd,full-size,truck,red
34169,268573,6950,2011.0,chevrolet,traverse,excellent,6 cylinders,gas,178000.0,clean,automatic,fwd,full-size,SUV,white
34172,268587,35000,2018.0,ford,f-150,like new,6 cylinders,gas,56000.0,clean,automatic,4wd,compact,truck,blue
34177,268629,24588,2012.0,ford,f-150,good,6 cylinders,gas,119435.0,clean,automatic,4wd,full-size,truck,red
34178,268630,22900,2011.0,toyota,4runner,good,6 cylinders,gas,106620.0,clean,automatic,4wd,full-size,SUV,silver
34179,268631,26755,2015.0,toyota,tundra,good,8 cylinders,gas,124027.0,clean,automatic,4wd,full-size,truck,black
34180,268635,16998,2017.0,nissan,rogue,good,4 cylinders,gas,55768.0,clean,automatic,fwd,full-size,SUV,black
34182,268637,12900,2005.0,gmc,sierra 1500,good,8 cylinders,gas,131388.0,clean,automatic,4wd,full-size,truck,blue
34184,268639,15995,2009.0,chevrolet,silverado 1500,good,8 cylinders,gas,132058.0,clean,automatic,rwd,full-size,truck,white
34197,268683,28900,2019.0,chevrolet,silverado 1500,like new,8 cylinders,gas,17543.0,clean,automatic,rwd,full-size,truck,white
34200,268687,20500,2018.0,chevrolet,express,like new,8 cylinders,gas,31970.0,clean,automatic,rwd,full-size,van,white
34202,268689,26300,2019.0,chevrolet,silverado 1500,like new,8 cylinders,gas,13625.0,clean,automatic,rwd,full-size,truck,white
34208,268712,3933,2007.0,hyundai,santa fe,excellent,6 cylinders,gas,204124.0,clean,automatic,4wd,mid-size,SUV,blue
34209,268725,12900,2016.0,ford,focus,excellent,4 cylinders,gas,45353.0,clean,automatic,fwd,compact,sedan,grey
34217,268779,18000,2008.0,ram,1500,excellent,8 cylinders,gas,54400.0,clean,automatic,4wd,full-size,pickup,silver
34218,268780,2850,2001.0,ford,mustang,good,6 cylinders,gas,150000.0,clean,automatic,rwd,mid-size,coupe,black
34219,268782,2990,2008.0,chrysler,town & country,good,6 cylinders,gas,150000.0,clean,automatic,fwd,mid-size,mini-van,grey
34221,268785,15995,2018.0,ford,fusion se,like new,4 cylinders,gas,21670.0,clean,automatic,fwd,mid-size,sedan,white
34223,268787,3990,2006.0,ford,fusion,good,6 cylinders,gas,146000.0,clean,automatic,fwd,mid-size,sedan,red
34224,268788,1295,2001.0,ford,taurus,fair,6 cylinders,gas,215000.0,clean,automatic,fwd,mid-size,sedan,red
34229,268801,4950,2005.0,honda,civic,excellent,4 cylinders,gas,177000.0,clean,automatic,fwd,compact,coupe,blue
34233,268827,4995,2010.0,chrysler,town & country,good,6 cylinders,gas,165000.0,clean,automatic,fwd,mid-size,mini-van,black
34236,268834,10900,2014.0,ford,fusion,excellent,4 cylinders,gas,70000.0,clean,automatic,fwd,compact,sedan,silver
34239,268837,2500,2011.0,ford,fusion,excellent,4 cylinders,gas,165000.0,clean,automatic,fwd,full-size,sedan,silver
34241,268841,30000,2016.0,toyota,4runner,like new,6 cylinders,gas,55000.0,clean,automatic,4wd,mid-size,SUV,blue
34243,268846,10200,2013.0,toyota,prius,excellent,4 cylinders,hybrid,84000.0,clean,automatic,fwd,compact,hatchback,grey
34244,268850,9500,2014.0,chevrolet,cruze lt,excellent,4 cylinders,gas,70000.0,clean,automatic,fwd,mid-size,sedan,white
34248,268883,5995,2010.0,toyota,corolla,excellent,4 cylinders,gas,143596.0,clean,automatic,fwd,full-size,sedan,silver
34250,268885,8995,2012.0,toyota,camry,good,4 cylinders,gas,153768.0,clean,automatic,fwd,mid-size,sedan,grey
34254,268925,26500,2017.0,ford,f-150,excellent,6 cylinders,gas,95000.0,clean,automatic,4wd,full-size,truck,red
34255,268928,4999,2009.0,jeep,patriot,good,4 cylinders,gas,148000.0,clean,automatic,4wd,mid-size,sedan,blue
34264,268969,5900,2012.0,chevrolet,impala,excellent,6 cylinders,gas,135000.0,clean,automatic,fwd,full-size,sedan,black
34265,268979,33968,2017.0,ford,f-150,excellent,8 cylinders,gas,68306.0,clean,automatic,4wd,mid-size,truck,blue
34267,268989,12900,2010.0,ford,ranger,excellent,6 cylinders,gas,68600.0,clean,automatic,4wd,mid-size,truck,silver
34270,269000,26995,2014.0,chevrolet,silverado 1500,like new,8 cylinders,gas,90444.0,clean,automatic,4wd,full-size,truck,blue
34272,269005,23000,2015.0,toyota,tacoma,excellent,6 cylinders,gas,53000.0,rebuilt,automatic,4wd,mid-size,pickup,grey
34273,269009,23942,2014.0,ford,mustang,excellent,8 cylinders,gas,42661.0,clean,automatic,rwd,sub-compact,convertible,grey
34278,269026,6957,2008.0,chevrolet,colorado,excellent,4 cylinders,gas,57574.0,clean,automatic,rwd,compact,truck,white
34282,269039,3500,2007.0,toyota,camry,excellent,4 cylinders,gas,254000.0,clean,automatic,fwd,mid-size,sedan,black
34285,269049,12518,2018.0,nissan,sentra,like new,4 cylinders,gas,14928.0,clean,automatic,fwd,compact,sedan,blue
34286,269064,11900,2015.0,kia,soul,good,4 cylinders,gas,46820.0,clean,automatic,fwd,full-size,SUV,grey
34288,269088,29900,2012.0,ford,f-350 sd,good,8 cylinders,diesel,49669.0,clean,automatic,rwd,full-size,truck,white
34292,269103,7499,2006.0,chevrolet,silverado 1500,good,6 cylinders,gas,110300.0,clean,automatic,rwd,full-size,truck,white
34295,269106,18900,2006.0,chevrolet,silverado 2500hd,good,8 cylinders,diesel,198780.0,clean,automatic,4wd,full-size,truck,white
34300,269141,32995,2016.0,ford,expedition,excellent,6 cylinders,gas,70000.0,clean,automatic,4wd,full-size,SUV,black
34304,269153,16850,2011.0,toyota,4runner,good,6 cylinders,gas,198699.0,clean,automatic,rwd,full-size,SUV,silver
34307,269165,6950,2007.0,honda,cr-v,good,4 cylinders,gas,202934.0,clean,automatic,4wd,full-size,SUV,silver
34308,269177,0,2018.0,gmc,sierra 1500,excellent,8 cylinders,gas,19312.0,clean,automatic,4wd,mid-size,truck,black
34309,269201,19950,2012.0,chevrolet,silverado 1500,good,8 cylinders,gas,157240.0,clean,automatic,4wd,full-size,truck,silver
34311,269207,0,2015.0,jeep,wrangler,excellent,6 cylinders,gas,59228.0,clean,automatic,4wd,mid-size,SUV,orange
34316,269248,11995,2015.0,chevrolet,traverse,excellent,6 cylinders,gas,138344.0,clean,automatic,fwd,full-size,SUV,blue
34317,269253,11495,2012.0,toyota,sienna,excellent,4 cylinders,gas,96199.0,clean,automatic,fwd,full-size,van,silver
34319,269260,11995,2012.0,buick,enclave,excellent,6 cylinders,gas,113532.0,clean,automatic,fwd,full-size,SUV,custom
34320,269262,11995,2010.0,chevrolet,camaro,excellent,6 cylinders,gas,117663.0,clean,automatic,rwd,mid-size,coupe,black
34323,269269,6900,2002.0,toyota,tacoma,good,4 cylinders,gas,210300.0,clean,automatic,rwd,mid-size,truck,silver
34326,269280,10295,2012.0,gmc,acadia,excellent,6 cylinders,gas,134157.0,clean,automatic,fwd,full-size,SUV,silver
34329,269298,3200,2010.0,ford,focus,like new,4 cylinders,gas,236000.0,clean,automatic,fwd,full-size,sedan,red
34339,269347,8000,2011.0,toyota,corolla le,excellent,4 cylinders,gas,110741.0,clean,automatic,fwd,full-size,sedan,black
34341,269367,6300,2011.0,toyota,camry,like new,4 cylinders,gas,172000.0,clean,automatic,fwd,mid-size,sedan,black
34343,269393,7999,2006.0,cadillac,escalade,good,8 cylinders,gas,195351.0,clean,automatic,4wd,full-size,SUV,blue
34345,269401,3800,2009.0,hyundai,elantra,good,4 cylinders,gas,96600.0,clean,automatic,fwd,compact,sedan,grey
34346,269402,4995,2006.0,subaru,outback,good,4 cylinders,gas,155000.0,clean,automatic,4wd,compact,wagon,blue
34347,269409,9500,2015.0,dodge,journey,good,6 cylinders,gas,112482.0,clean,automatic,fwd,full-size,SUV,black
34348,269410,9400,2013.0,hyundai,santa fe,good,4 cylinders,gas,100101.0,clean,automatic,fwd,full-size,SUV,blue
34349,269411,8995,2014.0,chevrolet,silverado,good,6 cylinders,gas,107000.0,clean,automatic,rwd,full-size,truck,blue
34356,269446,38936,2019.0,toyota,tacoma,excellent,6 cylinders,gas,28756.0,clean,automatic,4wd,full-size,truck,silver
34357,269447,6995,2013.0,toyota,camry,good,4 cylinders,gas,86000.0,rebuilt,automatic,fwd,mid-size,sedan,grey
34362,269470,10499,2015.0,chevrolet,equinox,good,4 cylinders,gas,80651.0,clean,automatic,fwd,full-size,SUV,white
34364,269491,10999,2017.0,jeep,patriot,good,4 cylinders,gas,64866.0,clean,automatic,fwd,full-size,SUV,white
34365,269492,10500,2007.0,chevrolet,colorado,good,5 cylinders,gas,60350.0,clean,automatic,rwd,full-size,truck,white
34372,269537,5000,2000.0,chevrolet,silverado,good,8 cylinders,gas,221400.0,clean,automatic,4wd,full-size,pickup,red
34382,269599,4295,2010.0,toyota,prius,excellent,4 cylinders,hybrid,213058.0,clean,automatic,fwd,mid-size,hatchback,grey
34384,269601,3500,2009.0,subaru,outback,good,4 cylinders,gas,175000.0,clean,automatic,4wd,full-size,wagon,grey
34386,269613,2950,2004.0,toyota,camry,good,4 cylinders,gas,220000.0,clean,automatic,rwd,mid-size,sedan,silver
34390,269629,4200,2007.0,nissan,altima,good,4 cylinders,gas,143000.0,clean,automatic,fwd,mid-size,sedan,silver
34391,269633,4750,2006.0,toyota,camry,like new,4 cylinders,gas,163000.0,clean,automatic,fwd,compact,sedan,white
34398,269656,15995,2010.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,108000.0,clean,automatic,4wd,full-size,truck,white
34399,269664,28990,2014.0,ford,f-550,good,8 cylinders,diesel,171206.0,clean,automatic,4wd,full-size,truck,white
34400,269665,24990,2015.0,ford,f-550,good,10 cylinders,gas,191762.0,clean,automatic,rwd,full-size,truck,white
34403,269669,15990,2008.0,ram,3500,good,6 cylinders,diesel,209854.0,clean,automatic,rwd,full-size,truck,white
34406,269690,15990,2006.0,ram,2500,good,6 cylinders,diesel,234962.0,clean,automatic,4wd,full-size,truck,black
34410,269698,6995,2013.0,toyota,camry,good,4 cylinders,gas,86000.0,rebuilt,automatic,fwd,mid-size,sedan,grey
34411,269700,8200,2010.0,honda,pilot,good,6 cylinders,gas,140000.0,clean,automatic,4wd,full-size,SUV,black
34412,269702,4295,2004.0,jeep,grand cherokee,excellent,6 cylinders,gas,130000.0,clean,automatic,4wd,full-size,SUV,blue
34413,269705,3995,2010.0,ford,fusion se,excellent,6 cylinders,gas,165000.0,clean,automatic,fwd,full-size,sedan,blue
34415,269707,6995,2007.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,169001.0,clean,automatic,4wd,full-size,pickup,black
34418,269710,5495,2005.0,toyota,4runner,excellent,6 cylinders,gas,187000.0,clean,automatic,4wd,full-size,SUV,silver
34419,269711,7995,2006.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,176000.0,clean,automatic,4wd,full-size,pickup,green
34422,269721,6995,2013.0,dodge,charger,good,8 cylinders,gas,159000.0,clean,automatic,rwd,full-size,sedan,blue
34423,269724,10000,2013.0,honda,odyssey,good,6 cylinders,gas,143771.0,clean,automatic,fwd,full-size,mini-van,black
34429,269752,12490,2006.0,ford,f-350 sd,good,8 cylinders,diesel,205944.0,clean,automatic,rwd,full-size,truck,white
34430,269760,27990,2015.0,ford,f-350 sd,good,8 cylinders,diesel,53628.0,clean,automatic,4wd,full-size,truck,white
34432,269774,10990,2011.0,ford,f-350 sd,good,8 cylinders,gas,194698.0,clean,automatic,rwd,full-size,truck,white
34441,269817,8995,2013.0,chevrolet,cruze lt,good,4 cylinders,gas,122860.0,clean,automatic,fwd,compact,sedan,red
34453,269925,10000,2005.0,toyota,tundra,excellent,8 cylinders,gas,233100.0,clean,automatic,rwd,full-size,pickup,grey
34457,269975,2000,2009.0,hyundai,sonata,good,6 cylinders,gas,134000.0,clean,automatic,fwd,mid-size,sedan,silver
34458,269976,23995,2013.0,ford,f-150,excellent,6 cylinders,gas,110227.0,clean,automatic,4wd,full-size,truck,black
34459,269977,2000,2000.0,honda,civic lx,good,3 cylinders,gas,155000.0,clean,automatic,fwd,mid-size,sedan,black
34463,269990,35995,2013.0,ford,f-150,excellent,8 cylinders,gas,94360.0,clean,automatic,4wd,full-size,truck,black
34466,270002,0,2016.0,ram,2500,excellent,6 cylinders,diesel,35119.0,clean,automatic,rwd,full-size,truck,silver
34470,270007,0,2018.0,ram,2500,excellent,8 cylinders,gas,27632.0,clean,automatic,4wd,full-size,truck,white
34471,270008,0,2011.0,ram,1500,excellent,8 cylinders,gas,126032.0,clean,automatic,4wd,mid-size,truck,green
34472,270009,0,2020.0,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,7287.0,clean,automatic,4wd,full-size,truck,black
34474,270015,0,2019.0,chevrolet,tahoe,excellent,8 cylinders,gas,36780.0,clean,automatic,rwd,full-size,SUV,black
34479,270032,0,2019.0,ram,1500,excellent,8 cylinders,gas,18304.0,clean,automatic,4wd,mid-size,truck,white
34483,270044,0,2019.0,chevrolet,suburban,excellent,8 cylinders,gas,42993.0,clean,automatic,rwd,full-size,SUV,white
34484,270046,2500,2011.0,nissan,sentra,excellent,4 cylinders,gas,176000.0,clean,automatic,fwd,compact,sedan,grey
34486,270053,28900,2019.0,chevrolet,silverado 1500,like new,8 cylinders,gas,17543.0,clean,automatic,rwd,full-size,truck,white
34493,270066,20500,2018.0,chevrolet,express,like new,8 cylinders,gas,31970.0,clean,automatic,rwd,full-size,van,white
34496,270083,26300,2019.0,chevrolet,silverado 1500,like new,8 cylinders,gas,13625.0,clean,automatic,rwd,full-size,truck,white
34499,270104,62900,2017.0,ford,f-250 sd,excellent,8 cylinders,diesel,42000.0,clean,automatic,4wd,full-size,truck,black
34500,270112,1800,2009.0,chevrolet,impala,excellent,6 cylinders,gas,114000.0,clean,automatic,fwd,full-size,sedan,silver
34509,270201,6500,2002.0,bmw,x5,good,6 cylinders,gas,227000.0,clean,automatic,4wd,mid-size,SUV,black
34512,270218,14900,2016.0,nissan,rogue,excellent,4 cylinders,gas,41937.0,clean,automatic,4wd,mid-size,SUV,silver
34513,270219,9295,2017.0,hyundai,sonata,excellent,4 cylinders,gas,76.0,rebuilt,automatic,fwd,mid-size,sedan,red
34514,270224,16997,2015.0,nissan,rogue,excellent,4 cylinders,gas,49199.0,clean,automatic,fwd,mid-size,SUV,black
34515,270226,7000,2010.0,gmc,sierra 1500,good,6 cylinders,gas,83390.0,clean,automatic,rwd,full-size,truck,blue
34518,270249,9900,2016.0,nissan,sentra,excellent,4 cylinders,gas,76452.0,clean,automatic,fwd,compact,sedan,grey
34524,270277,6000,2012.0,ford,focus,excellent,4 cylinders,gas,130000.0,clean,automatic,fwd,compact,hatchback,red
34525,270282,7555,2009.0,ford,edge,like new,6 cylinders,gas,128000.0,clean,automatic,fwd,full-size,SUV,red
34528,270309,6500,2004.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,192000.0,clean,automatic,fwd,full-size,pickup,blue
34530,270318,7300,2004.0,toyota,4runner,excellent,8 cylinders,gas,185800.0,clean,automatic,4wd,full-size,SUV,grey
34531,270330,0,2017.0,ford,escape,excellent,4 cylinders,gas,127000.0,clean,automatic,fwd,mid-size,SUV,white
34535,270351,1500,2010.0,dodge,grand caravan,good,6 cylinders,gas,115000.0,clean,automatic,fwd,full-size,mini-van,white
34536,270353,8995,2007.0,chevrolet,tahoe,excellent,8 cylinders,gas,178947.0,clean,automatic,4wd,full-size,SUV,white
34542,270373,18585,2017.0,subaru,forester,excellent,4 cylinders,gas,34786.0,clean,automatic,4wd,mid-size,wagon,blue
34548,270402,2000,2004.0,honda,civic,good,4 cylinders,gas,136000.0,clean,automatic,fwd,compact,coupe,white
34554,270435,15995,2016.0,chevrolet,equinox,excellent,4 cylinders,gas,74815.0,clean,automatic,4wd,mid-size,SUV,grey
34555,270436,12995,2015.0,nissan,rogue,excellent,4 cylinders,gas,121436.0,clean,automatic,4wd,mid-size,SUV,grey
34556,270453,8500,2014.0,chevrolet,cruze,excellent,4 cylinders,gas,73100.0,clean,automatic,fwd,full-size,sedan,blue
34558,270466,7999,2007.0,jeep,liberty,excellent,6 cylinders,gas,93000.0,clean,automatic,4wd,full-size,SUV,black
34559,270468,19990,2013.0,jeep,wrangler,like new,6 cylinders,gas,103624.0,clean,manual,4wd,full-size,SUV,white
34561,270481,2250,2013.0,nissan,sentra,good,4 cylinders,gas,163700.0,rebuilt,automatic,fwd,mid-size,sedan,grey
